Instituição,Cod.IBGE,UF,PODER,População,Conta,Valor
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1057750260.2
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",475987617.1
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",951975234.2
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),461558558.9
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),821319454.2
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),12209085734.5
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),12209085734.5
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",142663166.8
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",205295776.6
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",150171754.5
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",216100817.5
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",135154579.1
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",194490735.8
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),141343060.1
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),152886418.9
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),17159995000.0
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),17159995483.0
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),17159995483.0
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",32603990.5
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",16301995.7
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",105962972.1
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",34319990.0
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",17159995.5
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",111539970.6
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",30887991.0
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",15443995.9
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",100385973.6
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),22589772.9
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),11223277.6
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),92492887.3
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),7952574202.7
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),7952574202.7
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",143543964.3
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",83104400.4
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",151098909.8
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",87478316.2
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",135989018.8
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",78730484.6
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),147006927.9
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),85527134.3
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),19727049222.7
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),19727049222.7
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",269866033.4
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",292354869.5
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",284069508.8
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",307741967.9
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",255662557.9
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",276967771.1
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),271142991.8
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),282498775.6
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),6689897326.2
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),6689897326.2
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",127108049.2
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",63554024.6
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",133797946.5
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",66898973.3
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",120418151.9
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",60209075.9
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),118632340.1
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),61385011.2
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),33316002510.4
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),33316002510.4
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",430442752.4
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",519063319.1
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",453097634.1
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",546382441.2
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",407787870.7
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",491744197.1
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),232950292.8
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),298407342.5
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,RECEITA CORRENTE LIQUIDA - RCL (IV),49131341507.0
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",614240031.3
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",646568454.0
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",581911608.6
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),498697447.0
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,RECEITA CORRENTE LIQUIDA - RCL (IV),7536796832.5
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,RECEITA CORRENTE LIQUIDA - RCL (IV),8036936721.0
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",44391733.3
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",181715139.3
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",46728140.4
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",191279094.0
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",42055326.3
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",172151184.6
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),43000628.6
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),194124212.3
Assembleia Legislativa do Estado de Rondônia,11,RO,Legislativo,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),5646246176.2
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),5646246176.2
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",55784912.2
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",58720960.2
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",52848864.2
Assembleia Legislativa do Estado de Rondônia,11,RO,Legislativo,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),107062367.3
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),53077554.4
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),2919517844.1
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),2919517844.1
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",36333399.6
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",88475988.3
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",38245683.8
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",93132619.2
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",34421115.4
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",83819357.3
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),42214347.6
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),67997124.5
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),31616523126.5
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),31616523126.5
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",354421224.3
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",546649684.9
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",373074972.9
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",575420720.9
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",335767475.6
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",517878648.8
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),288998013.4
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),338155685.3
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),19795816098.7
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),19795816098.7
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",169254227.7
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",394926531.2
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",178162344.9
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",415712138.1
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",160346110.4
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",374140924.3
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),158798852.3
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),383665561.5
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),141496347936.1
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),141496347936.1
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",2352376784.4
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1680269131.7
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",2476186088.9
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1768704349.2
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",2228567480.0
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",1591833914.3
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),809059434.5
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),684836114.0
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),6435301473.5
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),6435301473.5
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",75196497.7
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",108209594.3
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",79154208.1
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",113904836.1
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",71238787.3
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",102514352.5
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),81047707.1
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),112068614.6
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),3906065810.2
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",74215250.4
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",78121316.2
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",70309184.6
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),66788870.5
Ministério Público do Estado de Alagoas,27,AL,Ministério Público,3340932,RECEITA CORRENTE LIQUIDA - RCL (IV),6340972892.2
Ministério Público do Estado de Alagoas,27,AL,Ministério Público,3340932,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",120478485.0
Ministério Público do Estado de Alagoas,27,AL,Ministério Público,3340932,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",126819457.8
Ministério Público do Estado de Alagoas,27,AL,Ministério Público,3340932,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",114137512.1
Ministério Público do Estado de Alagoas,27,AL,Ministério Público,3340932,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),111405222.7
Ministério Público do Estado do Amazonas,13,AM,Ministério Público,3938336,RECEITA CORRENTE LIQUIDA - RCL (IV),10622700546.6
Ministério Público do Estado do Amazonas,13,AM,Ministério Público,3938336,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",201831310.4
Ministério Público do Estado do Amazonas,13,AM,Ministério Público,3938336,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",212454010.9
Ministério Público do Estado do Amazonas,13,AM,Ministério Público,3938336,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",191208609.8
Ministério Público do Estado do Amazonas,13,AM,Ministério Público,3938336,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),171370768.5
Ministério Público do Estado do Amapá,16,AP,Ministério Público,766679,RECEITA CORRENTE LIQUIDA - RCL (IV),3827160251.3
Ministério Público do Estado do Amapá,16,AP,Ministério Público,766679,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",72716044.8
Ministério Público do Estado do Amapá,16,AP,Ministério Público,766679,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",76543205.0
Ministério Público do Estado do Amapá,16,AP,Ministério Público,766679,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",68888884.5
Ministério Público do Estado do Amapá,16,AP,Ministério Público,766679,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),75519524.1
Ministério Público do Estado da Bahia,29,BA,Ministério Público,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),27329461677.0
Ministério Público do Estado da Bahia,29,BA,Ministério Público,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",519259771.9
Ministério Público do Estado da Bahia,29,BA,Ministério Público,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",546589233.5
Ministério Público do Estado da Bahia,29,BA,Ministério Público,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",491930310.2
Ministério Público do Estado da Bahia,29,BA,Ministério Público,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),427360676.8
Ministério Público do Estado do Ceará,23,CE,Ministério Público,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),15573029856.0
Ministério Público do Estado do Ceará,23,CE,Ministério Público,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",295887567.3
Ministério Público do Estado do Ceará,23,CE,Ministério Público,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",311460597.1
Ministério Público do Estado do Ceará,23,CE,Ministério Público,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",280314537.4
Ministério Público do Estado do Ceará,23,CE,Ministério Público,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),288045558.9
Ministério Público do Estado do Espírito Santo,32,ES,Ministério Público,3929911,RECEITA CORRENTE LIQUIDA - RCL (IV),11887670740.1
