Instituição,Cod.IBGE,UF,PODER,População,Conta,Valor
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"147,960,927.50"
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"100,034,823.68"
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,RECEITA CORRENTE LIQUIDA - RCL (IV),"10,802,513,622.52"
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,RECEITA CORRENTE LIQUIDA - RCL (IV),"10,802,513,622.52"
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","217,562,624.36"
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","90,735,297.00"
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","229,013,288.80"
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","95,510,838.95"
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","206,111,959.92"
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","85,959,755.06"
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"214,173,260.01"
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"98,766,890.28"
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,RECEITA CORRENTE LIQUIDA - RCL (IV),"52,887,513,009.42"
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,RECEITA CORRENTE LIQUIDA - RCL (IV),"52,887,513,009.42"
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","502,431,373.59"
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,004,862,747.18"
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","528,875,130.09"
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,057,750,260.19"
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","475,987,617.08"
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","951,975,234.17"
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"461,558,558.85"
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"821,319,454.22"
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),"12,209,085,734.48"
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),"12,209,085,734.48"
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","142,663,166.80"
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","205,295,776.63"
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","150,171,754.53"
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","216,100,817.50"
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","135,154,579.08"
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","194,490,735.75"
Tribunal de Contas do Estado do Mato Grosso,51,MT,Legislativo,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"141,343,060.09"
Assembleia Legislativa do Estado do Mato Grosso,51,MT,Legislativo,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"152,886,418.91"
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),"17,159,995,000.00"
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),"17,159,995,482.99"
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),"17,159,995,482.99"
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","32,603,990.50"
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","16,301,995.71"
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","105,962,972.11"
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","34,319,990.00"
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","17,159,995.48"
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","111,539,970.64"
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","30,887,991.00"
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","15,443,995.93"
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","100,385,973.58"
Ministério Público de Contas do Estado do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"22,589,772.86"
Ministério Público de Contas dos Municípios do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"11,223,277.60"
Tribunal de Contas dos Municípios do Estado do Pará,15,PA,Legislativo,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"92,492,887.27"
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),"7,952,574,202.66"
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),"7,952,574,202.66"
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","143,543,964.31"
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","83,104,400.42"
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","151,098,909.80"
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","87,478,316.23"
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","135,989,018.82"
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","78,730,484.61"
Assembleia Legislativa do Estado da Paraíba,25,PB,Legislativo,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"147,006,927.90"
Tribunal de Contas do Estado da Paraíba,25,PB,Legislativo,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"85,527,134.25"
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,727,049,222.66"
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,727,049,222.66"
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","269,866,033.37"
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","292,354,869.49"
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","284,069,508.81"
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","307,741,967.88"
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","255,662,557.93"
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","276,967,771.09"
Assembleia Legislativa do Estado de Pernambuco,26,PE,Legislativo,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"271,142,991.78"
Tribunal de Contas do Estado de Pernambuco,26,PE,Legislativo,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"282,498,775.62"
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,689,897,326.15"
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,689,897,326.15"
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","127,108,049.19"
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","63,554,024.60"
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","133,797,946.52"
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","66,898,973.26"
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","120,418,151.87"
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","60,209,075.93"
Assembleia Legislativa do Estado do Piauí,22,PI,Legislativo,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"118,632,340.06"
Tribunal de Contas do Estado do Piauí,22,PI,Legislativo,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"61,385,011.19"
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),"33,316,002,510.43"
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),"33,316,002,510.43"
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","430,442,752.43"
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","519,063,319.11"
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","453,097,634.14"
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","546,382,441.17"
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","407,787,870.73"
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","491,744,197.05"
Tribunal de Contas do Estado do Paraná,41,PR,Legislativo,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"232,950,292.79"
Assembleia Legislativa do Estado do Paraná,41,PR,Legislativo,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"298,407,342.49"
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,RECEITA CORRENTE LIQUIDA - RCL (IV),"49,131,341,507.00"
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","614,240,031.30"
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","646,568,454.00"
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","581,911,608.60"
Tribunal de Contas do Estado do Rio de Janeiro,33,RJ,Legislativo,16550024,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"498,697,447.00"
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,RECEITA CORRENTE LIQUIDA - RCL (IV),"7,536,796,832.50"
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,RECEITA CORRENTE LIQUIDA - RCL (IV),"8,036,936,721.04"
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","44,391,733.34"
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","181,715,139.26"
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","46,728,140.36"
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","191,279,093.96"
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","42,055,326.32"
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","172,151,184.56"
Tribunal de Contas do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"43,000,628.62"
Assembleia Legislativa do Estado do Rio Grande do Norte,24,RN,Legislativo,3442175,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"194,124,212.28"
Assembleia Legislativa do Estado de Rondônia,11,RO,Legislativo,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),"5,646,246,176.24"
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),"5,646,246,176.24"
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","55,784,912.22"
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","58,720,960.23"
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","52,848,864.21"
Assembleia Legislativa do Estado de Rondônia,11,RO,Legislativo,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"107,062,367.25"
Tribunal de Contas do Estado de Rondônia,11,RO,Legislativo,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"53,077,554.39"
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),"2,919,517,844.12"
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),"2,919,517,844.12"
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","36,333,399.57"
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","88,475,988.27"
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","38,245,683.76"
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","93,132,619.23"
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","34,421,115.38"
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","83,819,357.31"
Tribunal de Contas do Estado de Roraima,14,RR,Legislativo,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"42,214,347.59"
Assembleia Legislativa do Estado de Roraima,14,RR,Legislativo,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"67,997,124.54"
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),"31,616,523,126.47"
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),"31,616,523,126.47"
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","354,421,224.25"
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","546,649,684.86"
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","373,074,972.89"
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","575,420,720.90"
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","335,767,475.60"
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","517,878,648.81"
Tribunal de Contas do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"288,998,013.41"
Assembleia Legislativa do Estado do Rio Grande do Sul,43,RS,Legislativo,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"338,155,685.27"
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,795,816,098.69"
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,795,816,098.69"
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","169,254,227.65"
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","394,926,531.17"
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","178,162,344.89"
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","415,712,138.07"
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","160,346,110.40"
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","374,140,924.26"
Tribunal de Contas do Estado de Santa Catarina,42,SC,Legislativo,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"158,798,852.26"
Assembleia Legislativa do Estado de Santa Catarina,42,SC,Legislativo,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"383,665,561.54"
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),"141,496,347,936.12"
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),"141,496,347,936.12"
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","2,352,376,784.44"
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,680,269,131.74"
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","2,476,186,088.88"
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,768,704,349.20"
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","2,228,567,479.99"
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","1,591,833,914.28"
Assembleia Legislativa do Estado de São Paulo,35,SP,Legislativo,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"809,059,434.46"
Tribunal de Contas do Estado de São Paulo,35,SP,Legislativo,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"684,836,114.00"
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,435,301,473.51"
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,435,301,473.51"
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","75,196,497.71"
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","108,209,594.28"
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","79,154,208.12"
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","113,904,836.08"
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","71,238,787.31"
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","102,514,352.47"
Tribunal de Contas do Estado do Tocantins,17,TO,Legislativo,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"81,047,707.09"
Assembleia Legislativa do Estado do Tocantins,17,TO,Legislativo,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"112,068,614.57"
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),"3,906,065,810.23"
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","74,215,250.39"
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","78,121,316.20"
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","70,309,184.58"
Ministério Público do Estado do Acre,12,AC,Ministério Público,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"66,788,870.45"
